ID,Last Name,Name
1106,Никитин,Трифон
1107,Агафонов,Сильвестр
1108,Дмитриев,Леонид
1109,Шилова,Вероника
1110,Мясников,Игорь
1111,Николаев,Панкрат
1112,Смирнов,Борислав
1113,Крылов,Будимир
1114,Анисимов,Карл
1115,Самсонова,Агата
1116,Князева,Нонна
1117,Осипова,Алла
1118,Горшкова,Анастасия
1119,Захарова,Любовь
1120,Кошелева,Ольга
1121,Шубина,Лора
1122,Дьячкова,Лукия
1123,Лыткин,Лавр
1124,Баранова,Регина
1125,Журавлев,Емельян
1126,Воронцова,Майя
1127,Мартынов,Лучезар
1128,Петухова,Елизавета
1129,Селиверстова,Анастасия
1130,Лебедев,Поликарп
1131,Петрова,Алла
1132,Виноградова,Фаина
1133,Филиппов,Вячеслав
1134,Павлова,Регина
1135,Лапин,Лука
1136,Макарова,Анастасия
1137,Шашкова,Зинаида
1138,Петухов,Станислав
1139,Ермаков,Вадим
1140,Рогов,Аким
1141,Бирюкова,Маргарита
1142,Котова,Евфросиния
1143,Федосеева,Евгения
1144,Алексеев,Епифан
1145,Кудряшов,Марк
1146,Калашников,Нифонт
1147,Шаров,Вениамин
1148,Блинов,Ерофей
1149,Беспалов,Пров
1150,Мухина,Василиса
1151,Вишняков,Бронислав
1152,Михайлов,Герасим
1153,Сорокин,Никон
1154,Степанов,Тимофей
1155,Яковлев,Карп
1156,Юдина,Олимпиада
1157,Самсонов,Виктор
1158,Журавлев,Орест
1159,Селиверстова,Лариса
1160,Овчинников,Климент
1161,Якушева,Ксения
1162,Дьячков,Фока
1163,Исакова,Евгения
1164,Петухов,Мечислав
1165,Игнатова,Феврония
1166,Гришина,София
1167,Тихонова,Анна
1168,Борисова,Вера
1169,Антонов,Викторин
1170,Архипова,Фёкла
1171,Исаков,Марк
1172,Рогов,Илья
1173,Харитонова,Нина
1174,Моисеев,Анисим
1175,Евдокимова,Фёкла
1176,Дроздов,Стоян
1177,Тарасова,Регина
1178,Тихонов,Любомир
1179,Александров,Василий
1180,Яковлева,Анжела
1181,Федотова,Татьяна
1182,Волков,Епифан
1183,Хохлов,Мирон
1184,Щербаков,Дементий
1185,Ермаков,Варфоломей
1186,Киселев,Зиновий
1187,Тихонов,Тарас
1188,Жданов,Виктор
1189,Фокина,Ольга
1190,Владимирова,Екатерина
1191,Устинова,Лариса
1192,Игнатов,Милий
1193,Муравьев,Арсений
1194,Авдеева,Прасковья
1195,Макарова,Феврония
1196,Щербаков,Силантий
1197,Маслова,Александра
1198,Шаров,Ярослав
1199,Силина,Нинель
1200,Муравьев,Федор
1201,Романов,Тимофей
1202,Соболев,Максим
1203,Фомин,Евстафий
1204,Попова,Регина
1205,Комиссарова,Пелагея
1206,Федотова,Эмилия
1207,Пахомов,Феликс
1208,Осипов,Евгений
1209,Жданова,Иванна
1210,Данилов,Савватий
1211,Савельев,Радован
1212,Жукова,Иванна
1213,Туров,Ювеналий
1214,Копылов,Арефий
1215,Маркова,Ирина
1216,Ковалев,Велимир
1217,Козлов,Иван
1218,Аксенова,Валерия
1219,Горбунова,Прасковья
1220,Громова,Таисия
1221,Кабанов,Андроник
1222,Зиновьев,Валерьян
1223,Горшков,Наркис
1224,Аксенов,Федот
1225,Игнатов,Ювеналий
1226,Ермакова,Елизавета
1227,Капустина,Оксана
1228,Щербакова,Елизавета
1229,Наумова,Нина
1230,Якушев,Савелий
1231,Мельников,Мефодий
1232,Сидорова,Октябрина
1233,Мельникова,Людмила
1234,Тарасова,Марина
1235,Федоров,Данила
1236,Колобов,Поликарп
1237,Лапин,Захар
1238,Савельева,Ксения
1239,Морозов,Иннокентий
1240,Шилов,Вадим
1241,Мамонтова,Кира
1242,Воронцова,Таисия
1243,Орлов,Филимон
1244,Тарасова,Василиса
1245,Симонов,Федосий
1246,Лапина,Тамара
1247,Тимофеева,Таисия
1248,Маслов,Парамон
1249,Михайлова,Лукия
1250,Шестаков,Феликс
1251,Медведева,Лукия
1252,Романова,София
1253,Князев,Валерий
1254,Тихонова,Раиса
1255,Щербаков,Никодим
1256,Ситников,Артемий
1257,Дмитриева,Пелагея
1258,Меркушев,Иларион
1259,Карпова,Фаина
1260,Горшков,Евгений
1261,Потапова,Любовь
1262,Бобылев,Вениамин
1263,Лихачев,Варфоломей
1264,Лебедева,Людмила
1265,Пономарев,Тимофей
1266,Николаева,Марфа
1267,Гордеева,Полина
1268,Гришин,Валерьян
1269,Быкова,Анжела
1270,Кудряшова,Екатерина
1271,Лапин,Севастьян
1272,Мельников,Натан
1273,Буров,Юлий
1274,Жуков,Самсон
1275,Сафонова,Кира
1276,Осипов,Виктор
1277,Жуков,Вениамин
1278,Бирюков,Ермолай
1279,Захаров,Творимир
1280,Борисова,Марина
1281,Кулаков,Пров
1282,Михайлова,Виктория
1283,Шашкова,Наина
1284,Гуляев,Владимир
1285,Евдокимова,Вера
1286,Брагина,Ульяна
1287,Миронова,София
1288,Ларионова,Регина
1289,Матвеев,Никодим
1290,Васильева,Любовь
1291,Семенова,Таисия
1292,Волков,Борислав
1293,Горбунова,Валерия
1294,Богданова,Татьяна
1295,Лапин,Вениамин
1296,Бобылева,Евфросиния
1297,Красильникова,Ксения
1298,Некрасов,Боян
1299,Беляева,Елизавета
1300,Евсеева,Милица
1301,Степанова,Василиса
1302,Морозов,Конон
1303,Некрасов,Капитон
1304,Гришина,Лидия
1305,Шестакова,Марина
1306,Нестеров,Юрий
1307,Соловьев,Венедикт
1308,Сорокин,Фадей
1309,Якушев,Боян
1310,Третьяков,Велимир
1311,Лыткин,Александр
1312,Федорова,Феврония
1313,Рогов,Самуил
1314,Казаков,Лучезар
1315,Фадеев,Ферапонт
1316,Воронцова,Оксана
1317,Никонова,Зоя
1318,Поляков,Борислав
1319,Шестаков,Лев
1320,Горбачев,Тит
1321,Кудряшов,Кузьма
1322,Беляков,Степан
1323,Носкова,Татьяна
1324,Родионов,Ярополк
1325,Сорокина,Ульяна
1326,Комаров,Савелий
1327,Осипов,Кузьма
1328,Ершова,Синклитикия
1329,Пахомова,Синклитикия
1330,Панфилова,Жанна
1331,Николаева,Прасковья
1332,Гришина,Прасковья
1333,Овчинников,Владислав
1334,Миронова,Фёкла
1335,Потапова,Дарья
1336,Павлов,Марк
1337,Воронова,Нина
1338,Владимирова,Ангелина
1339,Денисов,Аникей
1340,Тимофеева,Акулина
1341,Пономарев,Артем
1342,Данилова,Анна
1343,Иванова,Нинель
1344,Колобов,Эрнест
1345,Жданов,Федор
1346,Тимофеев,Конон
1347,Терентьева,Элеонора
1348,Молчанова,Ия
1349,Рожков,Будимир
1350,Жуков,Доброслав
1351,Никонова,Анжелика
1352,Архипов,Серафим
1353,Лихачев,Тимофей
1354,Носков,Натан
1355,Сорокин,Арсений
1356,Журавлева,Анжела
1357,Степанова,Эмилия
1358,Якушев,Богдан
1359,Красильникова,Валентина
1360,Степанова,Наталья
1361,Рожков,Софрон
1362,Тарасов,Борис
1363,Колобова,Елена
1364,Фролова,Алина
1365,Тарасов,Галактион
1366,Афанасьева,Акулина
1367,Ситникова,Евгения
1368,Пестова,Любовь
1369,Щукина,Дарья
1370,Кошелев,Станимир
1371,Воронцова,Наталья
1372,Евсеева,Лидия
1373,Родионов,Глеб
1374,Бобылева,Лидия
1375,Фомин,Ладислав
1376,Самойлова,Ульяна
1377,Исаева,Иванна
1378,Горбунов,Герасим
1379,Беспалов,Иосиф
1380,Алексеев,Евграф
1381,Капустина,Оксана
1382,Никонов,Рюрик
1383,Игнатов,Владимир
1384,Афанасьев,Кондрат
1385,Шарапова,Зинаида
1386,Тарасова,Александра
1387,Соболева,Надежда
1388,Большаков,Пантелеймон
1389,Рогов,Ипатий
1390,Ильин,Аггей
1391,Селиверстова,Майя
1392,Денисов,Леонтий
1393,Федосеев,Юлиан
1394,Воробьев,Лукьян
1395,Федоров,Казимир
1396,Щербаков,Гордей
1397,Одинцова,Наталья
1398,Баранов,Дорофей
1399,Носков,Аверкий
1400,Шашкова,Мария
1401,Кузнецов,Кондратий
1402,Гусев,Елизар
1403,Стрелков,Дмитрий
1404,Панфилов,Самсон
1405,Зайцева,Зоя
1406,Захарова,Варвара
1407,Жданова,Зоя
1408,Гурьева,Анжела
1409,Чернова,Варвара
1410,Киселева,Синклитикия
1411,Ефимова,Иванна
1412,Кузьмин,Герасим
1413,Никитин,Рубен
1414,Белоусов,Венедикт
1415,Анисимова,Лариса
1416,Пономарев,Бажен
1417,Исакова,Мария
1418,Селиверстова,Анастасия
1419,Блохин,Ювеналий
1420,Фадеева,Татьяна
1421,Михайлов,Самуил
1422,Рыбаков,Степан
1423,Александрова,Нинель
1424,Блинов,Радим
1425,Поляков,Тимур
1426,Наумова,Октябрина
1427,Егоров,Ким
1428,Якушева,Людмила
1429,Абрамов,Фадей
1430,Шарапова,Пелагея
1431,Смирнов,Сергей
1432,Казаков,Рубен
1433,Сафонова,Лидия
1434,Кошелев,Остромир
1435,Лаврентьев,Никита
1436,Николаева,Алевтина
1437,Белов,Софрон
1438,Мартынова,Татьяна
1439,Зимина,Марфа
1440,Макаров,Ананий
1441,Денисова,Екатерина
1442,Шилова,Нинель
1443,Жданова,Эмилия
1444,Герасимова,Фаина
1445,Михеева,Марина
1446,Белозерова,Ольга
1447,Гордеева,Клавдия
1448,Родионов,Виталий
1449,Моисеева,Анжела
1450,Капустина,Евгения
1451,Александров,Сильвестр
1452,Лазарева,Анна
1453,Гурьев,Платон
1454,Фомичева,Оксана
1455,Данилов,Егор
1456,Горбунов,Ираклий
1457,Баранов,Галактион
1458,Гордеев,Орест
1459,Исакова,Елизавета
1460,Шашкова,Агафья
1461,Молчанова,Татьяна
1462,Казакова,Оксана
1463,Дроздова,Полина
1464,Федосеев,Юрий
1465,Орлова,Дарья
1466,Мишина,Вероника
1467,Исаева,Любовь
1468,Трофимов,Викторин
1469,Осипова,Вероника
1470,Антонова,Синклитикия
1471,Муравьева,Евгения
1472,Носов,Марк
1473,Маркова,Ия
1474,Бобылева,Евфросиния
1475,Зимин,Рубен
1476,Филиппова,Зинаида
1477,Мясников,Фадей
1478,Князев,Силантий
1479,Константинов,Добромысл
1480,Марков,Аггей
1481,Лаврентьева,Вера
1482,Волков,Антип
1483,Блохин,Арефий
1484,Носкова,Елизавета
1485,Лаврентьев,Платон
1486,Кузнецова,Олимпиада
1487,Котов,Данила
1488,Ширяева,Ирина
1489,Кудряшова,Анжела
1490,Миронова,Глафира
1491,Федотов,Аггей
1492,Лыткина,Екатерина
1493,Пономарев,Осип
1494,Крюков,Карл
1495,Мясникова,Евдокия
1496,Лебедева,Октябрина
1497,Галкина,София
1498,Максимов,Натан
1499,Петухова,Марфа
1500,Соловьев,Фотий
1501,Богданова,Василиса
1502,Горшков,Павел
1503,Рогова,Александра
1504,Устинов,Творимир
1505,Веселов,Изот
1506,Федотов,Прокл
1507,Панфилова,Екатерина
1508,Юдина,Мария
1509,Пахомова,Наина
1510,Логинова,Акулина
1511,Горбачева,Ирина
1512,Моисеева,Надежда
1513,Некрасова,Лукия
1514,Цветкова,Анжелика
1515,Жданов,Глеб
1516,Харитонов,Владлен
1517,Наумов,Емельян
1518,Воронов,Пахом
1519,Рожков,Прохор
1520,Шарова,Мария
1521,Кошелева,Вероника
1522,Тарасова,Олимпиада
1523,Кабанова,Ираида
1524,Мишин,Эмиль
1525,Веселова,Дарья
1526,Некрасова,Галина
1527,Савина,Алевтина
1528,Евсеев,Болеслав
1529,Новиков,Серафим
1530,Зимина,Регина
1531,Соболев,Илья
1532,Константинов,Поликарп
1533,Кудряшов,Рубен
1534,Самсонова,Октябрина
1535,Тарасова,Тамара
1536,Колесников,Трифон
1537,Третьяков,Юрий
1538,Соловьев,Владлен
1539,Ефимов,Любосмысл
1540,Пахомова,Светлана
1541,Горбачева,Иванна
1542,Кудрявцева,Вероника
1543,Лебедева,Элеонора
1544,Степанов,Лукьян
1545,Иванова,Надежда
1546,Наумова,Антонина
1547,Третьяков,Никифор
1548,Никитина,Зоя
1549,Доронин,Фотий
1550,Наумов,Евгений
1551,Галкина,Евфросиния
1552,Гаврилова,Евфросиния
1553,Одинцова,Александра
1554,Симонов,Твердислав
1555,Блинов,Борислав
1556,Тихонов,Радислав
1557,Комаров,Ираклий
1558,Самсонов,Тимур
1559,Макарова,Ангелина
1560,Полякова,Людмила
1561,Русаков,Владлен
1562,Степанова,Нинель
1563,Котов,Клавдий
1564,Шестакова,Дарья
1565,Матвеева,Эмилия
1566,Архипова,Юлия
1567,Кошелева,Лидия
1568,Горшкова,Жанна
1569,Данилов,Леон
1570,Савин,Олег
1571,Воробьева,Евпраксия
1572,Максимов,Венедикт
1573,Кудрявцев,Кирилл
1574,Пестова,Маргарита
1575,Филиппов,Андрей
1576,Сазонов,Бронислав
1577,Фокина,Зинаида
1578,Журавлева,Ия
1579,Гурьева,Анжелика
1580,Гущин,Назар
1581,Щукина,Василиса
1582,Лыткина,Вероника
1583,Виноградова,Эмилия
1584,Зыкова,Татьяна
1585,Зиновьев,Евгений
1586,Маслова,Раиса
1587,Носкова,Вероника
1588,Козлов,Филипп
1589,Гришин,Ярополк
1590,Константинова,Варвара
1591,Сидорова,Алевтина
1592,Муравьева,Феврония
1593,Рогова,Зоя
1594,Шашкова,Акулина
1595,Горбунова,Зинаида
1596,Александров,Георгий
1597,Данилова,Лукия
1598,Туров,Вадим
1599,Николаева,Людмила
1600,Савин,Никифор
1601,Кузьмин,Денис
1602,Мухин,Афанасий
1603,Голубева,Наина
1604,Меркушев,Григорий
1605,Комиссаров,Нифонт
1606,Морозов,Чеслав
1607,Рожков,Любосмысл
1608,Моисеев,Прокофий
1609,Панфилов,Аристарх
1610,Быкова,Вероника
1611,Макарова,Анна
1612,Стрелкова,Элеонора
1613,Елисеева,Зинаида
1614,Воронов,Устин
1615,Ершова,Феврония
1616,Соболев,Иннокентий
1617,Селезнев,Зосима
1618,Беляев,Аникей
1619,Лобанов,Агафон
1620,Федосеев,Валентин
1621,Сергеев,Орест
1622,Носов,Эрнст
1623,Пономарева,Елена
1624,Панфилова,Таисия
1625,Сафонова,Нинель
1626,Борисова,Василиса
1627,Прохоров,Кондрат
1628,Гусев,Олег
1629,Уваров,Богдан
1630,Шестакова,Элеонора
1631,Муравьева,Виктория
1632,Фомин,Добромысл
1633,Рыбаков,Андрон
1634,Кудрявцева,Милица
1635,Романова,Оксана
1636,Поляков,Ипат
1637,Громов,Юлий
1638,Копылов,Трифон
1639,Стрелков,Натан
1640,Коновалова,Валентина
1641,Потапов,Фотий
1642,Шубина,Зоя
1643,Белозерова,Анжела
1644,Королев,Владлен
1645,Потапова,Вера
1646,Власов,Гедеон
1647,Доронина,Валентина
1648,Меркушева,Антонина
1649,Бурова,Синклитикия
1650,Кононов,Ипполит
1651,Гришина,Алла
1652,Вишнякова,Лора
1653,Белоусова,Вероника
1654,Блинова,Прасковья
1655,Панов,Влас
1656,Казакова,Александра
1657,Гусев,Тимур
1658,Комиссаров,Савватий
1659,Цветков,Нестор
1660,Баранов,Трифон
1661,Игнатьева,Феврония
1662,Блохина,Кира
1663,Белозеров,Любим
1664,Ильина,Элеонора
1665,Афанасьев,Милан
1666,Тетерина,Светлана
1667,Беляева,Агата
1668,Шилов,Алексей
1669,Лихачев,Лонгин
1670,Назаров,Эдуард
1671,Уварова,Зинаида
1672,Лихачева,Октябрина
1673,Николаев,Рюрик
1674,Федосеева,Маргарита
1675,Калинина,Иванна
1676,Уваров,Феофан
1677,Алексеев,Ферапонт
1678,Симонова,Эмилия
1679,Семенова,Алина
1680,Пестова,Майя
1681,Михеев,Филимон
1682,Боброва,Глафира
1683,Дмитриева,Акулина
1684,Колобова,Зоя
1685,Исаков,Онуфрий
1686,Потапова,Клавдия
1687,Сысоева,Анна
1688,Прохоров,Творимир
1689,Калашников,Авксентий
1690,Мельников,Пимен
1691,Соловьев,Лукьян
1692,Виноградов,Рюрик
1693,Русаков,Трофим
1694,Степанова,Мария
1695,Брагин,Петр
1696,Григорьев,Панкратий
1697,Большакова,Глафира
1698,Денисова,Октябрина
1699,Якушева,Элеонора
1700,Кабанова,Надежда
1701,Силина,Фёкла
1702,Потапов,Игорь
1703,Герасимова,Милица
1704,Зимин,Авксентий
1705,Щукина,Елизавета
1706,Захарова,Светлана
1707,Носков,Август
1708,Зимина,Вероника
1709,Фадеева,Любовь
1710,Князева,Василиса
1711,Петухова,Синклитикия
1712,Щербаков,Елисей
1713,Иванова,Наталья
1714,Кудрявцев,Михаил
1715,Гуляева,Марина
1716,Филатова,Ираида
1717,Тетерина,Эмилия
1718,Евдокимов,Олимпий
1719,Панова,Лариса
1720,Меркушева,Виктория
1721,Гордеев,Юлиан
1722,Карпова,Екатерина
1723,Герасимова,Дарья
1724,Колесникова,Светлана
1725,Зайцева,Жанна
1726,Комарова,Валентина
1727,Крюкова,Любовь
1728,Осипов,Митофан
1729,Журавлева,Лора
1730,Александров,Валерий
1731,Сорокина,Варвара
1732,Кошелева,Надежда
1733,Евсеев,Иларион
1734,Ситникова,Лариса
1735,Блохин,Игорь
1736,Самойлов,Никандр
1737,Дорофеева,Анжелика
1738,Смирнов,Федот
1739,Дьячкова,Ия
1740,Мясникова,Вера
1741,Крюков,Виталий
1742,Сорокина,Лидия
1743,Белозеров,Глеб
1744,Ситникова,Ия
1745,Авдеева,Екатерина
1746,Молчанов,Радим
1747,Зыкова,Юлия
1748,Капустин,Сидор
1749,Уваров,Кондратий
1750,Кабанов,Севастьян
1751,Селезнева,Раиса
1752,Зайцев,Евсей
1753,Назарова,Полина
1754,Зуева,Октябрина
1755,Ковалева,Эмилия
1756,Волков,Яков
1757,Бобылева,Евпраксия
1758,Меркушева,Нина
1759,Савина,Полина
1760,Емельянов,Феоктист
1761,Сысоев,Натан
1762,Федотова,Анна
1763,Жукова,Анжелика
1764,Кононов,Эммануил
1765,Лазарев,Селиван
1766,Субботин,Изяслав
1767,Копылов,Владлен
1768,Зиновьева,Валентина
1769,Ковалева,Олимпиада
1770,Андреев,Герасим
1771,Жданов,Тимофей
1772,Капустина,Регина
1773,Лапин,Творимир
1774,Павлов,Иларион
1775,Иванов,Гурий
1776,Мамонтов,Леонтий
1777,Селезнев,Агап
1778,Горбунова,Светлана
1779,Савельев,Фрол
1780,Селиверстов,Вадим
1781,Шубина,Полина
1782,Емельянова,Прасковья
1783,Селиверстова,Нина
1784,Васильева,Регина
1785,Комиссарова,Нинель
1786,Бурова,Ираида
1787,Богданова,Светлана
1788,Калашников,Панфил
1789,Беляев,Аполлон
1790,Савельев,Ипат
1791,Фролов,Спартак
1792,Колесникова,Людмила
1793,Анисимов,Наркис
1794,Ефимов,Савватий
1795,Кириллова,Пелагея
1796,Артемьев,Игнатий
1797,Брагина,Оксана
1798,Суханова,Евпраксия
1799,Беляев,Иннокентий
1800,Миронов,Гаврила
1801,Сергеев,Владислав
1802,Жукова,Ия
1803,Вишнякова,Лидия
1804,Панфилов,Вениамин
1805,Орлова,Алевтина
1806,Зыков,Авдей
1807,Харитонов,Ипполит
1808,Потапова,Милица
1809,Фомичев,Аникей
1810,Киселева,Агафья
1811,Русаков,Евсей
1812,Авдеев,Всеслав
1813,Белозерова,Фёкла
1814,Стрелков,Кондрат
1815,Сафонова,Дарья
1816,Симонов,Евлампий
1817,Русакова,Тамара
1818,Одинцов,Нифонт
1819,Комиссаров,Остап
1820,Крылов,Дмитрий
1821,Денисова,Оксана
1822,Орехова,Анна
1823,Рогова,Фёкла
1824,Быкова,Марина
1825,Беляков,Рюрик
1826,Филатов,Дементий
1827,Макарова,Любовь
1828,Белоусов,Иван
1829,Савина,Феврония
1830,Прохоров,Ульян
1831,Субботин,Мина
1832,Ефремов,Федосий
1833,Шубин,Евдоким
1834,Исаева,Валентина
1835,Трофимов,Петр
1836,Ефимов,Ладимир
1837,Данилов,Ратибор
1838,Костина,Лукия
1839,Филатова,Синклитикия
1840,Козлова,Элеонора
1841,Кононова,Ирина
1842,Лебедев,Гедеон
1843,Кудрявцева,Ия
1844,Красильникова,Татьяна
1845,Ширяев,Сократ
1846,Никонов,Вацлав
1847,Нестеров,Автоном
1848,Орлова,Пелагея
1849,Бурова,Зинаида
1850,Ширяев,Семен
1851,Юдина,Вероника
1852,Савельев,Всемил
1853,Матвеева,Клавдия
1854,Кононов,Андрей
1855,Меркушева,Клавдия
1856,Чернова,Наина
1857,Маслов,Евлампий
1858,Соколов,Любомир
1859,Поляков,Виссарион
1860,Большакова,Иванна
1861,Кудрявцева,Феврония
1862,Игнатьева,Анжелика
1863,Жукова,Марина
1864,Соколова,Валентина
1865,Артемьева,Любовь
1866,Ильина,Елена
1867,Данилова,Василиса
1868,Гурьев,Виссарион
1869,Исакова,Жанна
1870,Филиппов,Сидор
1871,Кошелева,Таисия
1872,Абрамов,Петр
1873,Дроздова,Антонина
1874,Галкина,Иванна
1875,Гаврилова,Фёкла
1876,Ильин,Виталий
1877,Федосеев,Кузьма
1878,Кошелев,Агап
1879,Третьякова,Иванна
1880,Шилова,Алина
1881,Дорофеева,Ольга
1882,Наумов,Сигизмунд
1883,Егоров,Кондратий
1884,Блинов,Милован
1885,Антонова,Василиса
1886,Воронцова,Алла
1887,Селиверстова,Виктория
1888,Макарова,Алина
1889,Фомин,Эмиль
1890,Михайлова,Акулина
1891,Лукин,Мартьян
1892,Морозов,Стоян
1893,Филатова,Фаина
1894,Богданова,Фаина
1895,Смирнов,Флорентин
1896,Носкова,Людмила
1897,Макарова,София
1898,Ильин,Влас
1899,Беляева,Анжела
1900,Григорьева,Анжела
1901,Голубева,Светлана
1902,Ефимов,Павел
1903,Максимов,Ярослав
1904,Кудряшова,Полина
1905,Колесников,Кир
1906,Аксенов,Георгий
1907,Семенов,Светозар
1908,Третьяков,Фирс
1909,Меркушев,Эрнест
1910,Калашников,Христофор
1911,Журавлева,Надежда
1912,Полякова,Валерия
1913,Носова,Юлия
1914,Фомичева,Нинель
1915,Панов,Аристарх
1916,Нестеров,Никанор
1917,Миронова,Олимпиада
1918,Белоусова,Евпраксия
1919,Соколова,Антонина
1920,Князев,Григорий
1921,Казакова,Пелагея
1922,Комаров,Евстафий
1923,Медведева,Марина
1924,Игнатьев,Рубен
1925,Рожков,Елисей
1926,Архипова,Элеонора
1927,Маслов,Михей
1928,Галкин,Фотий
1929,Никонов,Ульян
1930,Степанова,Прасковья
1931,Смирнов,Спиридон
1932,Лаврентьев,Аверкий
1933,Денисова,Полина
1934,Лыткина,Кира
1935,Кузьмин,Елизар
1936,Ситников,Мирон
1937,Лыткин,Пахом
1938,Дмитриев,Ипполит
1939,Гуляева,Ия
1940,Игнатова,Дарья
1941,Гущин,Светозар
1942,Алексеева,Тамара
1943,Кулаков,Радим
1944,Федотова,Алина
1945,Исакова,Лукия
1946,Ковалева,Вероника
1947,Пономарева,Лукия
1948,Калинина,Надежда
1949,Селиверстов,Викентий
1950,Мишин,Тихон
1951,Доронин,Никифор
1952,Козлова,Надежда
1953,Третьяков,Яков
1954,Кудрявцева,Маргарита
1955,Михеев,Осип
1956,Федосеев,Феофан
1957,Мамонтов,Софон
1958,Коновалов,Иннокентий
1959,Пестова,Оксана
1960,Зыков,Софрон
1961,Лыткин,Никандр
1962,Горшкова,Лариса
1963,Шашков,Алексей
1964,Быкова,Наталья
1965,Морозова,Зинаида
1966,Панова,Олимпиада
1967,Васильев,Творимир
1968,Цветкова,Иванна
1969,Миронова,Татьяна
1970,Мясникова,Валерия
1971,Гущин,Исидор
1972,Вишнякова,Дарья
1973,Третьяков,Никодим
1974,Мухина,Виктория
1975,Афанасьев,Степан
1976,Лапина,Галина
1977,Хохлов,Глеб
1978,Давыдов,Кирилл
1979,Шаров,Андрон
1980,Игнатова,Марфа
1981,Крылов,Нифонт
1982,Абрамов,Аполлинарий
1983,Гущин,Евстафий
1984,Кононова,Виктория
1985,Киселева,София
1986,Виноградов,Аркадий
1987,Емельянов,Павел
1988,Баранова,Евгения
1989,Агафонов,Радован
1990,Сазонова,Фаина
1991,Авдеев,Аггей
1992,Ситникова,Антонина
1993,Абрамов,Амос
1994,Кузнецов,Ладимир
1995,Шестакова,Варвара
1996,Дьячкова,Прасковья
1997,Лапина,Октябрина
1998,Шарапов,Радован
1999,Казакова,Иванна
2000,Трофимова,Лариса
2001,Архипова,Алина
2002,Наумова,Евпраксия
2003,Лебедев,Ипатий
2004,Шарапов,Никон
2005,Архипова,Ирина
2006,Павлов,Влас
2007,Бурова,Элеонора
2008,Орлова,Эмилия
2009,Одинцов,Илья
2010,Ермаков,Аникита
2011,Попов,Максимильян
2012,Сазонов,Лонгин
2013,Носкова,Ольга
2014,Кошелев,Гремислав
2015,Ситников,Климент
2016,Беляев,Арефий
2017,Капустина,Юлия
2018,Орлов,Эдуард
2019,Фадеева,Анжелика
2020,Мартынова,Маргарита
2021,Романов,Филарет
2022,Бобылев,Любосмысл
2023,Логинов,Симон
2024,Терентьева,Светлана
2025,Белоусов,Влас
2026,Суворова,Ирина
2027,Сысоев,Геннадий
2028,Белова,Любовь
2029,Лапин,Любим
2030,Дроздова,Галина
2031,Пономарева,Пелагея
2032,Рыбакова,Василиса
2033,Аксенов,Алексей
2034,Маслова,Галина
2035,Воробьева,Анжела
2036,Макаров,Ладислав
2037,Волкова,Пелагея
2038,Терентьева,Анастасия
2039,Рогова,Алла
2040,Захарова,Дарья
2041,Никифорова,Зинаида
2042,Ширяев,Никифор
2043,Исакова,Татьяна
2044,Горбунов,Виталий
2045,Ларионов,Ипполит
2046,Игнатьева,Ангелина
2047,Анисимов,Куприян
2048,Гущина,Феврония
2049,Богданов,Мстислав
2050,Бирюкова,Раиса
2051,Брагин,Фадей
2052,Савин,Назар
2053,Соколова,Нина
2054,Никонов,Иннокентий
2055,Силина,Лора
2056,Блохина,Лора
2057,Кузнецов,Афиноген
2058,Шилов,Кондратий
2059,Бобылева,Милица
2060,Жукова,Октябрина
2061,Сорокин,Устин
2062,Одинцов,Святополк
2063,Тарасова,Акулина
2064,Нестеров,Велимир
2065,Рыбаков,Мартын
2066,Ковалева,Оксана
2067,Елисеев,Феоктист
2068,Гришин,Кирилл
2069,Комаров,Пимен
2070,Кулаков,Виталий
2071,Вишняков,Всемил
2072,Гришина,Евпраксия
2073,Полякова,Евфросиния
2074,Калинина,Любовь
2075,Фадеева,Анастасия
2076,Попова,Анастасия
2077,Воронцова,Светлана
2078,Федосеев,Михаил
2079,Дементьев,Николай
2080,Уваров,Владислав
2081,Данилов,Эдуард
2082,Никитина,Александра
2083,Николаева,Элеонора
2084,Федосеев,Мирослав
2085,Суханова,Алла
2086,Карпов,Остап
2087,Казакова,Вера
2088,Елисеева,Прасковья
2089,Филиппов,Марк
2090,Королева,Олимпиада
2091,Зимин,Ипат
2092,Брагин,Нестор
2093,Бирюков,Харитон
2094,Шарапов,Христофор
2095,Субботин,Добромысл
2096,Карпова,Лукия
2097,Фомин,Захар
2098,Попова,Марфа
2099,Филатова,Регина
2100,Гурьева,Регина
2101,Федорова,Нинель
2102,Горбунов,Ростислав
2103,Воронцова,Полина
2104,Кондратьева,Антонина
2105,Беспалова,София
2106,Воробьев,Арсений
2107,Кононов,Адриан
2108,Панов,Соломон
2109,Федосеев,Афанасий
2110,Кондратьева,Анжела
2111,Устинова,Эмилия
2112,Петухов,Авксентий
2113,Шашков,Руслан
2114,Колобова,Иванна
2115,Фадеев,Мартын
2116,Ефимов,Кир
2117,Мамонтова,Октябрина
2118,Орлов,Андроник
2119,Тарасов,Адриан
2120,Быкова,Вера
2121,Рыбаков,Евграф
2122,Русаков,Пахом
2123,Давыдов,Станимир
2124,Новиков,Мирон
2125,Стрелкова,Жанна
2126,Антонова,Юлия
2127,Егорова,Лора
2128,Голубев,Демьян
2129,Казакова,Вера
2130,Семенов,Каллистрат
2131,Белов,Всемил
